#,0,1,2,3,4,5,6,1006,7,8,9,10,11,12,21,22,23,31,32,36,33,34,35,93,94,95,96,97,98,52001,52002,52003,52004,52005,52006,52007,99
4014,Snowflake,5,3,0,1,0,4,0,0,0,30,25,0,0,0,0,0,0,0,0,40,8,0,8,625,3125,67,0,7,0,0,0,0,0,10,0,项上无毛不是虫，满项铺沙贵不同。
4015,RottenSpot,6,3,0,1,0,2,0,0,0,35,30,0,0,0,0,0,0,0,0,45,9,0,12,900,5400,68,0,7,0,0,0,0,0,12,0,项生烂斑毛沙重，赢遍三秋满堂红。
4016,Trident,4,1,0,1,0,8,0,0,0,20,20,0,0,0,7,0,0,0,0,0,0,35,4,400,1600,69,0,5,0,0,8,0,0,0,0,腿脚圆长爪三钩，能顶千斤拖地走。
4017,Linefoot,5,1,0,1,0,4,0,0,0,25,25,0,0,0,8,0,0,0,0,0,0,40,8,625,3125,70,0,6,0,0,10,0,0,0,0,六足观来似断脱，只因银丝穿腿过。
4018,Eightfoot,6,1,0,1,0,2,0,0,0,30,30,0,0,0,9,0,0,0,0,0,0,45,12,900,5400,71,0,6,0,0,12,0,0,0,0,八足怪虫腿脚多，尖长如钩及臀拖。
4019,SnakePal,4,3,0,1,0,8,0,0,0,20,20,0,0,0,0,0,35,7,-25,0,0,0,4,400,1600,72,0,4,0,0,0,8,0,0,0,牙尖身狭两尾红，不比寻常是毒虫。
4020,RedBell,5,1,0,1,0,4,0,0,0,25,25,0,0,0,0,0,40,8,-25,0,0,0,8,625,3125,73,0,5,0,0,0,10,0,0,0,铃门细洁红如血，通体明净号英杰。
4021,RedChild,6,1,0,1,0,2,0,0,0,30,30,0,0,0,0,0,45,9,-25,0,0,0,12,900,5400,74,0,5,0,0,0,12,0,0,0,翅衣泛红血斑斑，性烈如火没遮拦。
4022,Shrink,4,3,0,1,0,8,0,0,0,30,20,50,50,0,0,0,0,0,0,0,0,0,4,400,1600,75,0,6,0,0,0,0,0,0,8,腹背浑圆高又厚，身强肚紧斗三秋。
4023,Jujube,5,3,0,1,0,4,0,0,0,35,25,70,70,0,0,0,0,0,0,0,0,0,8,625,3125,76,0,7,0,0,0,0,0,0,10,身如枣核腰背厚，往来千遍无辞口。
4024,EightShell,6,1,0,1,0,2,0,0,0,50,-20,90,90,0,0,0,0,0,0,0,0,0,12,900,5400,77,0,7,0,0,0,0,0,0,12,壳脱八回现真相，千锤百炼肉身苍。
4025,SixWings,7,1,0,1,0,1,0,0,0,25,45,0,0,12,0,0,0,0,0,35,5,0,16,1225,8575,78,0,8,8,0,8,0,0,0,0,锦袍还着银衬衫，六翼齐飞号无敌。
4026,RedClaw,7,1,0,1,0,1,0,0,0,35,35,40,40,0,12,0,0,0,0,0,0,35,16,1225,8575,79,0,8,0,8,0,0,0,8,0,爪花赤红世难见，虫中珍宝品相绝。
4027,Heavytooth,7,1,0,1,0,1,0,0,0,35,35,0,0,0,0,12,35,5,-15,0,0,0,16,1225,8575,80,0,8,0,0,0,8,8,0,0,四牙大小一般同，不比寻常咬劲凶。
